score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
5,2025 05 18 10 03 04,saya sering pesan barang namun tidak pernah sampai kurirnya malas ngantar ya namanya kita gk sllu di rumah kan bisa di ulang kembali antarnya ini gk bisa lagi cod,"['saya', 'sering', 'pesan', 'barang', 'namun', 'tidak', 'pernah', 'sampai', 'kurirnya', 'malas', 'ngantar', 'ya', 'namanya', 'kita', 'gk', 'sllu', 'di', 'rumah', 'kan', 'bisa', 'di', 'ulang', 'kembali', 'antarnya', 'ini', 'gk', 'bisa', 'lagi', 'cod']","['kurirnya', 'namanya', 'antarnya']","['kurir', 'nama', 'antar']",kurir nama antar,neutral,0.9912729859352112
1,2025 05 18 08 33 26,shopee sekarang sudah jelek tidak bisa cod lagi jadi malas mau pakai shopee,"['shopee', 'sekarang', 'sudah', 'jelek', 'tidak', 'bisa', 'cod', 'lagi', 'jadi', 'malas', 'mau', 'pakai', 'shopee']",[],[],,ERROR,0.0
5,2025 05 18 08 00 06,shopee bisa cod serta cek dulu baguslah pengiriman cepet ongkir murah ok lah,"['shopee', 'bisa', 'cod', 'serta', 'cek', 'dulu', 'baguslah', 'pengiriman', 'cepet', 'ongkir', 'murah', 'ok', 'lah']",['baguslah'],['bagus'],bagus,positive,0.9980973601341248
3,2025 05 18 07 24 15,shoopeee kenapa ya kalok aku beli sesuatu tu pasti gk bisa cod aku tanya ke penjual yg mau ku beli jualannya tu katanya bisa cod dan klk liat produknya jg dh keliatan klk bisa cod tp kenapa selalu gk bisa cod ya pgn ku hps aja deh,"['shoopeee', 'kenapa', 'ya', 'kalok', 'aku', 'beli', 'sesuatu', 'tu', 'pasti', 'gk', 'bisa', 'cod', 'aku', 'tanya', 'ke', 'penjual', 'yg', 'mau', 'ku', 'beli', 'jualannya', 'tu', 'katanya', 'bisa', 'cod', 'dan', 'klk', 'liat', 'produknya', 'jg', 'dh', 'keliatan', 'klk', 'bisa', 'cod', 'tp', 'kenapa', 'selalu', 'gk', 'bisa', 'cod', 'ya', 'pgn', 'ku', 'hps', 'aja', 'deh']","['shoopeee', 'jualannya', 'produknya', 'keliatan', 'pgn', 'hps']","['shoopeee', 'jual', 'produk', 'liat', 'pgn', 'hps']",shoopeee jual produk liat pgn hps,positive,0.9982692003250122
5,2025 05 18 06 35 27,sya kasi bintang asal bsa kasi cod truus,"['sya', 'kasi', 'bintang', 'asal', 'bsa', 'kasi', 'cod', 'truus']",['bintang'],['bintang'],bintang,positive,0.9988924860954285
5,2025 05 18 06 01 13,bagus lbih bgus klu cod,"['bagus', 'lbih', 'bgus', 'klu', 'cod']",['lbih'],['lbih'],lbih,positive,0.997072696685791
1,2025 05 18 04 54 13,jelek ni ga bisa cod,"['jelek', 'ni', 'ga', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 18 04 40 17,suka dgn shopee cod amanah,"['suka', 'dgn', 'shopee', 'cod', 'amanah']",[],[],,ERROR,0.0
5,2025 05 18 01 36 04,shopee sekarang kalau mau cod pas checkout gk ada konfirmasi pakai pin lagi langsung checkout gitu aja beda sama yg sebelumnya,"['shopee', 'sekarang', 'kalau', 'mau', 'cod', 'pas', 'checkout', 'gk', 'ada', 'konfirmasi', 'pakai', 'pin', 'lagi', 'langsung', 'checkout', 'gitu', 'aja', 'beda', 'sama', 'yg', 'sebelumnya']",[],[],,ERROR,0.0
1,2025 05 18 00 40 48,saya nn ga bisa cod itu kenapa yaa mohon infonya,"['saya', 'nn', 'ga', 'bisa', 'cod', 'itu', 'kenapa', 'yaa', 'mohon', 'infonya']","['nn', 'infonya']","['nn', 'info']",nn info,positive,0.8595590591430664
2,2025 05 17 22 13 20,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 17 22 12 11,shopee bagus ada cod cek dulu,"['shopee', 'bagus', 'ada', 'cod', 'cek', 'dulu']",[],[],,ERROR,0.0
1,2025 05 17 22 10 45,mau curhat padahal yg salah kurir kita konsumen belanja nunggu lama bener paket ga nyampe tujuan dan tiba dari pihak jne retur barang kok akun saya yg pelanggaran semua cesbek ilang dan ga bisa cod salah konsumen apa coba kita bener nunggu giliran barang ga di trima konsumen kok gitu harus nya yg di komplin jasa kirim nya saya cek di pengiriman paket muter doang lalu ada laporan paket akan dikirim besok lagi nah besok nya pun gitu lgi dan tiba ada laporan lgi paket gagl dikiri,"['mau', 'curhat', 'padahal', 'yg', 'salah', 'kurir', 'kita', 'konsumen', 'belanja', 'nunggu', 'lama', 'bener', 'paket', 'ga', 'nyampe', 'tujuan', 'dan', 'tiba', 'dari', 'pihak', 'jne', 'retur', 'barang', 'kok', 'akun', 'saya', 'yg', 'pelanggaran', 'semua', 'cesbek', 'ilang', 'dan', 'ga', 'bisa', 'cod', 'salah', 'konsumen', 'apa', 'coba', 'kita', 'bener', 'nunggu', 'giliran', 'barang', 'ga', 'di', 'trima', 'konsumen', 'kok', 'gitu', 'harus', 'nya', 'yg', 'di', 'komplin', 'jasa', 'kirim', 'nya', 'saya', 'cek', 'di', 'pengiriman', 'paket', 'muter', 'doang', 'lalu', 'ada', 'laporan', 'paket', 'akan', 'dikirim', 'besok', 'lagi', 'nah', 'besok', 'nya', 'pun', 'gitu', 'lgi', 'dan', 'tiba', 'ada', 'laporan', 'lgi', 'paket', 'gagl', 'dikiri']","['belanja', 'tujuan', 'pelanggaran', 'giliran', 'komplin', 'laporan', 'dikirim', 'laporan', 'dikiri']","['belanja', 'tuju', 'langgar', 'gilir', 'komplin', 'lapor', 'kirim', 'lapor', 'kiri']",belanja tuju langgar gilir komplin lapor kirim lapor kiri,neutral,0.9989467263221741
5,2025 05 17 21 12 12,saya suka tpi sayang klw pesan cod pengiriman gak nyampe alamat jadi saya harus ngambil,"['saya', 'suka', 'tpi', 'sayang', 'klw', 'pesan', 'cod', 'pengiriman', 'gak', 'nyampe', 'alamat', 'jadi', 'saya', 'harus', 'ngambil']",[],[],,ERROR,0.0
1,2025 05 17 21 08 29,kenapa alamat mempengaruhi penggunaan cod hanya karena saya tinggal di kalimantan yang jauh dari kebanyakan toko shopee berjualan alamat saya tidak mendukung untuk menggunakan fitur cod dulu sebelum aturan itu ada saya aktif belanja di shopee menggunakan cod sekarang tidak bisa dan saya harus repot isi shopeepay dulu shopee tolong fitur cod tidak usah ada batas tempat alamat pls,"['kenapa', 'alamat', 'mempengaruhi', 'penggunaan', 'cod', 'hanya', 'karena', 'saya', 'tinggal', 'di', 'kalimantan', 'yang', 'jauh', 'dari', 'kebanyakan', 'toko', 'shopee', 'berjualan', 'alamat', 'saya', 'tidak', 'mendukung', 'untuk', 'menggunakan', 'fitur', 'cod', 'dulu', 'sebelum', 'aturan', 'itu', 'ada', 'saya', 'aktif', 'belanja', 'di', 'shopee', 'menggunakan', 'cod', 'sekarang', 'tidak', 'bisa', 'dan', 'saya', 'harus', 'repot', 'isi', 'shopeepay', 'dulu', 'shopee', 'tolong', 'fitur', 'cod', 'tidak', 'usah', 'ada', 'batas', 'tempat', 'alamat', 'pls']","['mempengaruhi', 'penggunaan', 'kebanyakan', 'berjualan', 'mendukung', 'aturan', 'belanja']","['pengaruh', 'guna', 'banyak', 'jual', 'dukung', 'atur', 'belanja']",pengaruh guna banyak jual dukung atur belanja,neutral,0.5166287422180176
5,2025 05 17 19 51 51,semenjak saya belanja cod di shoppe saya tak pernah berpindah ke toko lain selain banyak voucher ongkirnya pelayanannya juga bagus pokoknya saya puas blanja di toko ini mksih shoppe sdh melayani pelanggan dgn bgtu baik,"['semenjak', 'saya', 'belanja', 'cod', 'di', 'shoppe', 'saya', 'tak', 'pernah', 'berpindah', 'ke', 'toko', 'lain', 'selain', 'banyak', 'voucher', 'ongkirnya', 'pelayanannya', 'juga', 'bagus', 'pokoknya', 'saya', 'puas', 'blanja', 'di', 'toko', 'ini', 'mksih', 'shoppe', 'sdh', 'melayani', 'pelanggan', 'dgn', 'bgtu', 'baik']","['belanja', 'shoppe', 'berpindah', 'pelayanannya', 'pokoknya', 'shoppe', 'melayani', 'pelanggan', 'bgtu']","['belanja', 'shoppe', 'pindah', 'layan', 'pokok', 'shoppe', 'layan', 'langgan', 'bgtu']",belanja shoppe pindah layan pokok shoppe layan langgan bgtu,neutral,0.976810097694397
5,2025 05 17 19 13 30,halo kepada cs shoppe terhormat saya memberikan kritik saran fitur cod langsung bayar cod cek dulu buka paket dulu tolong di sistem ai pas halaman checkout produk terdeksi nama penerima aslinya dan alamat valid di isi oleh user shoppe terimakasih salam hangat,"['halo', 'kepada', 'cs', 'shoppe', 'terhormat', 'saya', 'memberikan', 'kritik', 'saran', 'fitur', 'cod', 'langsung', 'bayar', 'cod', 'cek', 'dulu', 'buka', 'paket', 'dulu', 'tolong', 'di', 'sistem', 'ai', 'pas', 'halaman', 'checkout', 'produk', 'terdeksi', 'nama', 'penerima', 'aslinya', 'dan', 'alamat', 'valid', 'di', 'isi', 'oleh', 'user', 'shoppe', 'terimakasih', 'salam', 'hangat']","['halo', 'shoppe', 'terhormat', 'ai', 'terdeksi', 'penerima', 'aslinya', 'shoppe', 'hangat']","['halo', 'shoppe', 'hormat', 'ai', 'terdeksi', 'terima', 'asli', 'shoppe', 'hangat']",halo shoppe hormat ai terdeksi terima asli shoppe hangat,neutral,0.9389899969100952
1,2025 05 17 17 53 21,kenapa akhir akhir ini mau pesan barang di shoppe kadang pengiriman barang bisa cod tidak bisa cod kenapa ini mau beli barang sulit,"['kenapa', 'akhir', 'akhir', 'ini', 'mau', 'pesan', 'barang', 'di', 'shoppe', 'kadang', 'pengiriman', 'barang', 'bisa', 'cod', 'tidak', 'bisa', 'cod', 'kenapa', 'ini', 'mau', 'beli', 'barang', 'sulit']",['shoppe'],['shoppe'],shoppe,positive,0.9924144148826599
5,2025 05 17 15 51 59,knp shoppe ega bisa cod ya kemrin bisa aja kok sekrg ega bisa,"['knp', 'shoppe', 'ega', 'bisa', 'cod', 'ya', 'kemrin', 'bisa', 'aja', 'kok', 'sekrg', 'ega', 'bisa']",['shoppe'],['shoppe'],shoppe,positive,0.9924144148826599
5,2025 05 17 13 43 47,dengan adanya shopee maka belanja kami lebih mudah kami harap semoga shopee kedepannya lebih mengutamakan toko yang memberlakukan cod cek dulu demi menghindari toko yang kurang amanah atau barang yang dikirim tidak real pit dengan foto video tampilan serta deskripsi harapan saya semoga shopee merespon harapan saya ini terimakasih wassalam,"['dengan', 'adanya', 'shopee', 'maka', 'belanja', 'kami', 'lebih', 'mudah', 'kami', 'harap', 'semoga', 'shopee', 'kedepannya', 'lebih', 'mengutamakan', 'toko', 'yang', 'memberlakukan', 'cod', 'cek', 'dulu', 'demi', 'menghindari', 'toko', 'yang', 'kurang', 'amanah', 'atau', 'barang', 'yang', 'dikirim', 'tidak', 'real', 'pit', 'dengan', 'foto', 'video', 'tampilan', 'serta', 'deskripsi', 'harapan', 'saya', 'semoga', 'shopee', 'merespon', 'harapan', 'saya', 'ini', 'terimakasih', 'wassalam']","['belanja', 'kedepannya', 'mengutamakan', 'memberlakukan', 'menghindari', 'dikirim', 'pit', 'tampilan', 'harapan', 'harapan', 'wassalam']","['belanja', 'depan', 'utama', 'laku', 'hindar', 'kirim', 'pit', 'tampil', 'harap', 'harap', 'wassalam']",belanja depan utama laku hindar kirim pit tampil harap harap wassalam,neutral,0.9983935952186584
2,2025 05 17 13 29 47,item pembayaran cod saya tidak bisa digunakan bagaimana solusinya,"['item', 'pembayaran', 'cod', 'saya', 'tidak', 'bisa', 'digunakan', 'bagaimana', 'solusinya']",['solusinya'],['solusi'],solusi,negative,0.9950034022331238
5,2025 05 17 13 01 24,aplikasi ini sangat bagus bisa mesan apa saja dengan sangat cepat dan bisa cod,"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'mesan', 'apa', 'saja', 'dengan', 'sangat', 'cepat', 'dan', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 17 12 24 17,bagus banget bisa cod,"['bagus', 'banget', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 17 12 11 31,alhamdulillah setiap cod barang sesuai,"['alhamdulillah', 'setiap', 'cod', 'barang', 'sesuai']",[],[],,ERROR,0.0
5,2025 05 17 10 49 47,belanja di shopee sangat mengasyikkan dan barang yang di pesan cepat sampai di tempat tujuan shopee dulu baru cod,"['belanja', 'di', 'shopee', 'sangat', 'mengasyikkan', 'dan', 'barang', 'yang', 'di', 'pesan', 'cepat', 'sampai', 'di', 'tempat', 'tujuan', 'shopee', 'dulu', 'baru', 'cod']","['belanja', 'mengasyikkan', 'tujuan']","['belanja', 'asyik', 'tuju']",belanja asyik tuju,positive,0.9985458850860596
5,2025 05 17 10 16 31,mudah pemilihan barang bisa cod gak ribet,"['mudah', 'pemilihan', 'barang', 'bisa', 'cod', 'gak', 'ribet']",['pemilihan'],['pilih'],pilih,positive,0.9984177350997925
1,2025 05 17 08 40 42,sekarang shopee tidak bisa cod suda jelek,"['sekarang', 'shopee', 'tidak', 'bisa', 'cod', 'suda', 'jelek']",[],[],,ERROR,0.0
1,2025 05 16 23 47 30,maf ini shopee ngapa da aku setiap ada paket di ambil kok tiba tiba ga bisa cod ini ada bug apa kek mna ni mohan tanggapan ya aplikasi rusak kah,"['maf', 'ini', 'shopee', 'ngapa', 'da', 'aku', 'setiap', 'ada', 'paket', 'di', 'ambil', 'kok', 'tiba', 'tiba', 'ga', 'bisa', 'cod', 'ini', 'ada', 'bug', 'apa', 'kek', 'mna', 'ni', 'mohan', 'tanggapan', 'ya', 'aplikasi', 'rusak', 'kah']","['maf', 'mohan', 'tanggapan']","['maf', 'mohan', 'tanggap']",maf mohan tanggap,neutral,0.9980411529541016
5,2025 05 16 23 44 07,ongkirnya murah tapi aku ga bisa cod,"['ongkirnya', 'murah', 'tapi', 'aku', 'ga', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 05 16 23 26 17,shopeenya lumayan cuman sayang ada toko yg tertulis cod tdk boleh cod dan jasa pengiriman jnt jelek skali,"['shopeenya', 'lumayan', 'cuman', 'sayang', 'ada', 'toko', 'yg', 'tertulis', 'cod', 'tdk', 'boleh', 'cod', 'dan', 'jasa', 'pengiriman', 'jnt', 'jelek', 'skali']","['tertulis', 'jnt']","['tulis', 'jnt']",tulis jnt,neutral,0.7402474880218506
1,2025 05 16 22 15 32,makin lemot makin eror makin gak jelas apk tolll saya tidak merasa cek out tau tau udah di bayar orang rumah atas nama saya mana mahal codenya,"['makin', 'lemot', 'makin', 'eror', 'makin', 'gak', 'jelas', 'apk', 'tolll', 'saya', 'tidak', 'merasa', 'cek', 'out', 'tau', 'tau', 'udah', 'di', 'bayar', 'orang', 'rumah', 'atas', 'nama', 'saya', 'mana', 'mahal', 'codenya']","['lemot', 'tolll', 'codenya']","['lot', 'tolll', 'codenya']",lot tolll codenya,positive,0.8262353539466858
5,2025 05 16 20 22 04,barang yg dijual bagus dan baik sesuai harganya bisa cod,"['barang', 'yg', 'dijual', 'bagus', 'dan', 'baik', 'sesuai', 'harganya', 'bisa', 'cod']","['dijual', 'harganya']","['jual', 'harga']",jual harga,positive,0.6289907097816467
3,2025 05 16 20 15 29,tolong dong keamanan nya lebih d tingkatin lagi makin banyak toko yang nipu tiba tiba ngirim barang ke alamat random dengan via cod padahal ga mesen apa apa tolong lebih di seleksi lagi untuk orang yang open toko atau org yg memakai shopee terimakasih,"['tolong', 'dong', 'keamanan', 'nya', 'lebih', 'd', 'tingkatin', 'lagi', 'makin', 'banyak', 'toko', 'yang', 'nipu', 'tiba', 'tiba', 'ngirim', 'barang', 'ke', 'alamat', 'random', 'dengan', 'via', 'cod', 'padahal', 'ga', 'mesen', 'apa', 'apa', 'tolong', 'lebih', 'di', 'seleksi', 'lagi', 'untuk', 'orang', 'yang', 'open', 'toko', 'atau', 'org', 'yg', 'memakai', 'shopee', 'terimakasih']","['keamanan', 'd', 'mesen', 'memakai']","['aman', 'd', 'mesen', 'pakai']",aman d mesen pakai,neutral,0.9666365385055542
2,2025 05 16 20 08 29,lagi dan lagii shopeee berulah lagiii kemarin bisa cod skrng ga bisa cod yang katanya alamat anda tidak bisa mendukung cod lah ini itu tolong deh pihak shopee jangan kek gini terus kasian deh yang pada mau checkout pada gagal semua mau pake pembayaran bank belum tau caranya tolong ya aktifin lagi fitur cod nyaaa seperti dulu lagiiii pdhl sebelumnya belum pernah batalin orderan padahal shopeee itu apk belanja online terbaik menurut akuu,"['lagi', 'dan', 'lagii', 'shopeee', 'berulah', 'lagiii', 'kemarin', 'bisa', 'cod', 'skrng', 'ga', 'bisa', 'cod', 'yang', 'katanya', 'alamat', 'anda', 'tidak', 'bisa', 'mendukung', 'cod', 'lah', 'ini', 'itu', 'tolong', 'deh', 'pihak', 'shopee', 'jangan', 'kek', 'gini', 'terus', 'kasian', 'deh', 'yang', 'pada', 'mau', 'checkout', 'pada', 'gagal', 'semua', 'mau', 'pake', 'pembayaran', 'bank', 'belum', 'tau', 'caranya', 'tolong', 'ya', 'aktifin', 'lagi', 'fitur', 'cod', 'nyaaa', 'seperti', 'dulu', 'lagiiii', 'pdhl', 'sebelumnya', 'belum', 'pernah', 'batalin', 'orderan', 'padahal', 'shopeee', 'itu', 'apk', 'belanja', 'online', 'terbaik', 'menurut', 'akuu']","['lagii', 'berulah', 'lagiii', 'mendukung', 'lagiiii', 'batalin', 'orderan', 'belanja', 'terbaik']","['lagi', 'ulah', 'lagiii', 'dukung', 'lagiiii', 'batalin', 'order', 'belanja', 'baik']",lagi ulah lagiii dukung lagiiii batalin order belanja baik,negative,0.9985199570655823
1,2025 05 16 19 35 43,makin hari makin parah cod nya di nonaktifkan terus,"['makin', 'hari', 'makin', 'parah', 'cod', 'nya', 'di', 'nonaktifkan', 'terus']",['nonaktifkan'],['nonaktif'],nonaktif,positive,0.9920410513877869
5,2025 05 16 19 23 41,min sekedar saran aja kalau misalnya paket udah dalam proses pengantaran dalam artian udah ditangan kurir kalau bisa ada fitur siapa nama kurirnya dan nomor teleponnya jadi suatu waktu kita nggak ada di rumah atau nitipin uang cod ke siapa jadi kurir bisa tahu mohon diperbaiki lagi,"['min', 'sekedar', 'saran', 'aja', 'kalau', 'misalnya', 'paket', 'udah', 'dalam', 'proses', 'pengantaran', 'dalam', 'artian', 'udah', 'ditangan', 'kurir', 'kalau', 'bisa', 'ada', 'fitur', 'siapa', 'nama', 'kurirnya', 'dan', 'nomor', 'teleponnya', 'jadi', 'suatu', 'waktu', 'kita', 'nggak', 'ada', 'di', 'rumah', 'atau', 'nitipin', 'uang', 'cod', 'ke', 'siapa', 'jadi', 'kurir', 'bisa', 'tahu', 'mohon', 'diperbaiki', 'lagi']","['sekedar', 'pengantaran', 'artian', 'ditangan', 'kurirnya', 'teleponnya', 'diperbaiki']","['dar', 'antar', 'arti', 'tang', 'kurir', 'telepon', 'baik']",dar antar arti tang kurir telepon baik,neutral,0.9910169839859009
2,2025 05 16 18 52 41,aplikasi memiliki bug dimana saldo cukup tetapi metode pembayaran hanya bisa dilakukan secara cod,"['aplikasi', 'memiliki', 'bug', 'dimana', 'saldo', 'cukup', 'tetapi', 'metode', 'pembayaran', 'hanya', 'bisa', 'dilakukan', 'secara', 'cod']",['memiliki'],['milik'],milik,negative,0.9707038402557373
4,2025 05 16 18 20 59,akun saya knp gak bisa cod min gmna saya mau pesan barang kalau gakbisa cod tlong bantu min,"['akun', 'saya', 'knp', 'gak', 'bisa', 'cod', 'min', 'gmna', 'saya', 'mau', 'pesan', 'barang', 'kalau', 'gakbisa', 'cod', 'tlong', 'bantu', 'min']",['bantu'],['bantu'],bantu,negative,0.8234578371047974
5,2025 05 16 17 55 37,aku sangat suka dengan fitur cod cod cek dulu nya,"['aku', 'sangat', 'suka', 'dengan', 'fitur', 'cod', 'cod', 'cek', 'dulu', 'nya']",[],[],,ERROR,0.0
2,2025 05 16 17 03 42,aneh ya kalo bayar di minimarket aja ga dapet gratis ongkir di aplikasi sebelah gampang bgt tuh mau cancel kek mau balikin kek kalo di tipu seller mau bayar juga di permudah masa mau kirim buat kado ja harus cod baru gratis ongkir harus isi shopee pay minimal sratus ribu wong harga barangnya ja cuma separuhnya,"['aneh', 'ya', 'kalo', 'bayar', 'di', 'minimarket', 'aja', 'ga', 'dapet', 'gratis', 'ongkir', 'di', 'aplikasi', 'sebelah', 'gampang', 'bgt', 'tuh', 'mau', 'cancel', 'kek', 'mau', 'balikin', 'kek', 'kalo', 'di', 'tipu', 'seller', 'mau', 'bayar', 'juga', 'di', 'permudah', 'masa', 'mau', 'kirim', 'buat', 'kado', 'ja', 'harus', 'cod', 'baru', 'gratis', 'ongkir', 'harus', 'isi', 'shopee', 'pay', 'minimal', 'sratus', 'ribu', 'wong', 'harga', 'barangnya', 'ja', 'cuma', 'separuhnya']","['sebelah', 'permudah', 'kado', 'sratus', 'barangnya', 'separuhnya']","['belah', 'mudah', 'kado', 'sratus', 'barang', 'paruh']",belah mudah kado sratus barang paruh,neutral,0.6571390628814697
5,2025 05 16 16 24 42,seneng belanja online sayang gak bisa melakukan pembayaran lewat dana padahal selain cod bayar lewat dana pun juga memudahkan,"['seneng', 'belanja', 'online', 'sayang', 'gak', 'bisa', 'melakukan', 'pembayaran', 'lewat', 'dana', 'padahal', 'selain', 'cod', 'bayar', 'lewat', 'dana', 'pun', 'juga', 'memudahkan']","['seneng', 'belanja', 'memudahkan']","['neng', 'belanja', 'mudah']",neng belanja mudah,positive,0.9987261891365051
1,2025 05 16 15 17 16,sangat disayangkan menu blokir pembeli yg iseng ditiadakan sangat merugikan penjual kalo ada pesanan cod,"['sangat', 'disayangkan', 'menu', 'blokir', 'pembeli', 'yg', 'iseng', 'ditiadakan', 'sangat', 'merugikan', 'penjual', 'kalo', 'ada', 'pesanan', 'cod']","['disayangkan', 'blokir', 'ditiadakan', 'merugikan']","['sayang', 'blokir', 'tiada', 'rugi']",sayang blokir tiada rugi,positive,0.9986288547515869
3,2025 05 16 15 02 41,aku mau shopee ini kalau orang gak ada di rumah kirim aja atau kalo orang buat cod jadi jangan pengiriman tidak bisa karena sebelumnya ada pesanan yang belum di terima plisss cod nya,"['aku', 'mau', 'shopee', 'ini', 'kalau', 'orang', 'gak', 'ada', 'di', 'rumah', 'kirim', 'aja', 'atau', 'kalo', 'orang', 'buat', 'cod', 'jadi', 'jangan', 'pengiriman', 'tidak', 'bisa', 'karena', 'sebelumnya', 'ada', 'pesanan', 'yang', 'belum', 'di', 'terima', 'plisss', 'cod', 'nya']",[],[],,ERROR,0.0
5,2025 05 16 14 28 07,puas beli di shopee utk cod jg terpercaya,"['puas', 'beli', 'di', 'shopee', 'utk', 'cod', 'jg', 'terpercaya']",['terpercaya'],['percaya'],percaya,positive,0.9986400008201599
5,2025 05 16 12 21 25,mantaap smga dpt di tingkatkan lgi kualitas pembelian melalui aplikasi nya smga proses belanja online nya bisa lebih aman terjaga kenyamanan proses pembelian brg nya baik cod cod cek dlu maupun transfer lgsg,"['mantaap', 'smga', 'dpt', 'di', 'tingkatkan', 'lgi', 'kualitas', 'pembelian', 'melalui', 'aplikasi', 'nya', 'smga', 'proses', 'belanja', 'online', 'nya', 'bisa', 'lebih', 'aman', 'terjaga', 'kenyamanan', 'proses', 'pembelian', 'brg', 'nya', 'baik', 'cod', 'cod', 'cek', 'dlu', 'maupun', 'transfer', 'lgsg']","['pembelian', 'belanja', 'terjaga', 'kenyamanan', 'pembelian', 'lgsg']","['beli', 'belanja', 'jaga', 'nyaman', 'beli', 'lgsg']",beli belanja jaga nyaman beli lgsg,positive,0.9979026317596436
1,2025 05 16 11 54 49,penjualnya banyak ngawur barang sudah di cancel tetap saja di kirim akhirnya g bisa cod enak belanja di tokopedia,"['penjualnya', 'banyak', 'ngawur', 'barang', 'sudah', 'di', 'cancel', 'tetap', 'saja', 'di', 'kirim', 'akhirnya', 'g', 'bisa', 'cod', 'enak', 'belanja', 'di', 'tokopedia']","['penjualnya', 'belanja']","['jual', 'belanja']",jual belanja,neutral,0.9952505826950073
4,2025 05 16 10 47 11,kak aku seller shopee aku udh aktifin cod dipilihan pengiriman tp saat membut produk baru tdk ada pilihan aktifkan cod kenapa ya,"['kak', 'aku', 'seller', 'shopee', 'aku', 'udh', 'aktifin', 'cod', 'dipilihan', 'pengiriman', 'tp', 'saat', 'membut', 'produk', 'baru', 'tdk', 'ada', 'pilihan', 'aktifkan', 'cod', 'kenapa', 'ya']","['dipilihan', 'membut', 'pilihan', 'aktifkan']","['pilih', 'membut', 'pilih', 'aktif']",pilih membut pilih aktif,positive,0.6496361494064331
5,2025 05 16 10 41 23,aplikasi nya bagus tapi tidak bisa cod,"['aplikasi', 'nya', 'bagus', 'tapi', 'tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 05 16 10 05 49,buruk tidak bisa pesan produk lewat cod,"['buruk', 'tidak', 'bisa', 'pesan', 'produk', 'lewat', 'cod']",[],[],,ERROR,0.0
5,2025 05 16 08 40 37,mengapa saya nggak bisa cod,"['mengapa', 'saya', 'nggak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 16 08 09 55,murah cepat dan bebas ongkir serta bisa cod cek dulu,"['murah', 'cepat', 'dan', 'bebas', 'ongkir', 'serta', 'bisa', 'cod', 'cek', 'dulu']",['bebas'],['bebas'],bebas,neutral,0.4927494525909424
5,2025 05 16 06 32 13,sophie makin mantap cuma kenapa ya kok sekarang sya pesan brg di sophie gak bisa cod,"['sophie', 'makin', 'mantap', 'cuma', 'kenapa', 'ya', 'kok', 'sekarang', 'sya', 'pesan', 'brg', 'di', 'sophie', 'gak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 16 04 17 50,shope bisa membantu untuk memudahkan belanja dimana saja bisa cod aplikasi nya enak dipakai,"['shope', 'bisa', 'membantu', 'untuk', 'memudahkan', 'belanja', 'dimana', 'saja', 'bisa', 'cod', 'aplikasi', 'nya', 'enak', 'dipakai']","['membantu', 'memudahkan', 'belanja', 'dipakai']","['bantu', 'mudah', 'belanja', 'pakai']",bantu mudah belanja pakai,positive,0.9983426332473755
5,2025 05 15 23 54 52,bisa cod cek dulu yang jelas mah,"['bisa', 'cod', 'cek', 'dulu', 'yang', 'jelas', 'mah']",[],[],,ERROR,0.0
5,2025 05 15 23 19 52,bang kenapa semua barang tidak bisa cod bang,"['bang', 'kenapa', 'semua', 'barang', 'tidak', 'bisa', 'cod', 'bang']",[],[],,ERROR,0.0
3,2025 05 15 22 18 24,di tampilan bisa cod tapi pas mau pesen gabisa,"['di', 'tampilan', 'bisa', 'cod', 'tapi', 'pas', 'mau', 'pesen', 'gabisa']","['tampilan', 'pesen']","['tampil', 'sen']",tampil sen,neutral,0.9666799902915955
5,2025 05 15 20 51 20,shope layanan nya sangat cepat dan mudah untuk memesan secara cod dan gak ribet klo kita pesen barang sangat memudahkan masyarakat saat belnja,"['shope', 'layanan', 'nya', 'sangat', 'cepat', 'dan', 'mudah', 'untuk', 'memesan', 'secara', 'cod', 'dan', 'gak', 'ribet', 'klo', 'kita', 'pesen', 'barang', 'sangat', 'memudahkan', 'masyarakat', 'saat', 'belnja']","['memesan', 'pesen', 'memudahkan', 'belnja']","['mes', 'sen', 'mudah', 'belnja']",mes sen mudah belnja,negative,0.5071827173233032
1,2025 05 15 20 48 22,burik gbisa cod,"['burik', 'gbisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 15 19 43 54,belanja dishopee suka karena ada fitur codnya brang sampe baru bayar,"['belanja', 'dishopee', 'suka', 'karena', 'ada', 'fitur', 'codnya', 'brang', 'sampe', 'baru', 'bayar']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
